"filename", "language", "Java", "JavaScript", "HTML", "PostCSS", "XML", "comment", "blank", "total"
"/Users/ryllis/IdeaProjects/chat/pom.xml", "XML", 0, 0, 0, 0, 9, 0, 0, 9
"/Users/ryllis/IdeaProjects/chat/src/main/java/com/example/chat/handler/action/impl/Delete_FriendHandler.java", "Java", 70, 0, 0, 0, 0, 8, 18, 96
"/Users/ryllis/IdeaProjects/chat/src/main/java/com/example/chat/service/UserService.java", "Java", 1, 0, 0, 0, 0, 1, 1, 3
"/Users/ryllis/IdeaProjects/chat/src/main/java/com/example/chat/service/impl/UserServiceImpl.java", "Java", 14, 0, 0, 0, 0, 1, 5, 20
"/Users/ryllis/IdeaProjects/chat/src/main/resources/static/app.js", "JavaScript", 0, -152, 0, 0, 0, -1, -3, -156
"/Users/ryllis/IdeaProjects/chat/src/main/resources/static/index.html", "HTML", 0, 0, 14, 0, 0, 1, 1, 16
"/Users/ryllis/IdeaProjects/chat/src/main/resources/static/style.css", "PostCSS", 0, 0, 0, 39, 0, 0, 6, 45
"Total", "-", 85, -152, 14, 39, 9, 10, 28, 33
